DISTRIBUTOR_SENDER_ID;DISTRIBUTOR_ORDER_TAKING_BRANCH_NAME;DISTRIBUTOR_ORDER_TAKING_BRANCH_ID;DISTRIBUTOR_SHIP_DATE;DISTRIBUTOR_INVOICE_DATE;DISTRIBUTOR_INVOICE_NUMBER;DISTRIBUTOR_INVOICE_LINE_ITEM;BILL_TO_CUSTOMER_DUNS_NUMBER;BILL_TO_CUSTOMER_NATIONAL_REG_NUMBER;BILL_TO_CUSTOMER_NAME;BILL_TO_CUSTOMER_BILLING_ADDRESS1;BILL_TO_CUSTOMER_BILLING_ADDRESS2;BILL_TO_CUSTOMER_CITY;BILL_TO_CUSTOMER_STATE;BILL_TO_CUSTOMER_ZIP;BILL_TO_CUSTOMER_COUNTRY;SHIP_TO_CUSTOMER_DUNS_NUMBER;SHIP_TO_CUSTOMER_NATIONAL_REG_NUMBER;SHIP_TO_CUSTOMER_CUSTOMER_NAME;SHIP_TO_CUSTOMER_ADDRESS1;SHIP_TO_CUSTOMER_ADDRESS2;SHIP_TO_CUSTOMER_CITY;SHIP_TO_CUSTOMER_STATE;SHIP_TO_CUSTOMER_ZIP;SHIP_TO_CUSTOMER_COUNTRY;VENDOR_ITEM_NUMBER;VENDOR_ITEM_OPTIONS;ITEM_DESCRIPTION;PRODUCT_FAMILY;QUANTITY;QUANTITY_UNIT_OF_MEASURE;UNIT_REPLENISHMENT_COST;EXTENDED_REPLENISHMENT_COST;UNIT_COST;EXTENDED_COST_OF_GOODS_SOLD;COST_UNIT_OF_MEASURE;CURRENCY_CODE;REBATE_NUMBER
TaQuito Log’stica;DISTRIBUTOR_ORDER_TAKING_BRANCH_NAME 02;020;;2024-10-21;A242606;2;0;BILL_TO_CUSTOMER_NATIONAL_REG_NUMBER 007;BILL_TO_CUSTOMER_NAME 062;BILL_TO_CUSTOMER_BILLING_ADDRESS1: ID 056;0;BILL_TO_CUSTOMER_CITY: ID 007;SONORA;0;MX;0;SHIP_TO_CUSTOMER_NATIONAL_REG_NUMBER: ID 007;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 062;SHIP_TO_CUSTOMER_ADDRESS1: ID 056;0;SHIP_TO_CUSTOMER_CITY: ID 007;SONORA;SHIP_TO_CUSTOMER_ZIP: ID 072;MX;3VA2712-5AB12-0AA7-Z;T30;0;0;1;0;0;0;220.78;220.78;0;MXN;0
TaQuito Log’stica;DISTRIBUTOR_ORDER_TAKING_BRANCH_NAME 02;020;;2024-10-21;A242616;2;0;BILL_TO_CUSTOMER_NATIONAL_REG_NUMBER 019;BILL_TO_CUSTOMER_NAME 092;BILL_TO_CUSTOMER_BILLING_ADDRESS1: ID 002;0;BILL_TO_CUSTOMER_CITY: ID 007;SONORA;0;MX;0;SHIP_TO_CUSTOMER_NATIONAL_REG_NUMBER: ID 019;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 092;SHIP_TO_CUSTOMER_ADDRESS1: ID 002;0;SHIP_TO_CUSTOMER_CITY: ID 007;SONORA;SHIP_TO_CUSTOMER_ZIP: ID 068;MX;3WA8125-3AA41-1BA1-Z;R10;0;0;1;0;0;0;220.78;220.78;0;MXN;0
TaQuito Log’stica;DISTRIBUTOR_ORDER_TAKING_BRANCH_NAME 02;020;;2024-10-23;A242768;1;0;BILL_TO_CUSTOMER_NATIONAL_REG_NUMBER 063;BILL_TO_CUSTOMER_NAME 111;BILL_TO_CUSTOMER_BILLING_ADDRESS1: ID 046;0;BILL_TO_CUSTOMER_CITY: ID 005;SINALOA;0;MX;0;SHIP_TO_CUSTOMER_NATIONAL_REG_NUMBER: ID 063;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 111;SHIP_TO_CUSTOMER_ADDRESS1: ID 046;0;SHIP_TO_CUSTOMER_CITY: ID 005;SINALOA;SHIP_TO_CUSTOMER_ZIP: ID 056;MX;3VA27125AC250AA7-Z;T30;0;0;1;0;0;0;220.78;220.78;0;MXN;0
TaQuito Log’stica;DISTRIBUTOR_ORDER_TAKING_BRANCH_NAME 02;020;;2024-10-24;A242833;4;0;BILL_TO_CUSTOMER_NATIONAL_REG_NUMBER 064;BILL_TO_CUSTOMER_NAME 123;BILL_TO_CUSTOMER_BILLING_ADDRESS1: ID 017;0;BILL_TO_CUSTOMER_CITY: ID 007;SONORA;0;MX;0;SHIP_TO_CUSTOMER_NATIONAL_REG_NUMBER: ID 064;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 123;SHIP_TO_CUSTOMER_ADDRESS1: ID 017;0;SHIP_TO_CUSTOMER_CITY: ID 007;SONORA;SHIP_TO_CUSTOMER_ZIP: ID 068;MX;6ES75000JP000AB0;S57+T30;0;0;2;0;0;0;220.78;441.56;0;MXN;0
TaQuito Log’stica;DISTRIBUTOR_ORDER_TAKING_BRANCH_NAME 02;020;;2024-10-25;A242894;3;0;BILL_TO_CUSTOMER_NATIONAL_REG_NUMBER 063;BILL_TO_CUSTOMER_NAME 111;BILL_TO_CUSTOMER_BILLING_ADDRESS1: ID 046;0;BILL_TO_CUSTOMER_CITY: ID 005;SINALOA;0;MX;0;SHIP_TO_CUSTOMER_NATIONAL_REG_NUMBER: ID 063;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 111;SHIP_TO_CUSTOMER_ADDRESS1: ID 046;0;SHIP_TO_CUSTOMER_CITY: ID 005;SINALOA;SHIP_TO_CUSTOMER_ZIP: ID 056;MX;3WA1112-2AB12-4JA4-Z;S01+S55;0;0;1;0;0;0;96.14;96.14;0;MXN;0
;DISTRIBUTOR_ORDER_TAKING_BRANCH_NAME 02;020;;2024-10-28;A242995;1;0;BILL_TO_CUSTOMER_NATIONAL_REG_NUMBER 063;BILL_TO_CUSTOMER_NAME 111;BILL_TO_CUSTOMER_BILLING_ADDRESS1: ID 046;0;BILL_TO_CUSTOMER_CITY: ID 005;SINALOA;0;MX;0;SHIP_TO_CUSTOMER_NATIONAL_REG_NUMBER: ID 063;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 111;SHIP_TO_CUSTOMER_ADDRESS1: ID 046;0;SHIP_TO_CUSTOMER_CITY: ID 005;SINALOA;SHIP_TO_CUSTOMER_ZIP: ID 056;MX;3WA1112-2AB15-4JA4-Z;S01+S55;0;0;1;0;0;0;220.78;220.78;0;MXN;0
TaQuito Log’stica;DISTRIBUTOR_ORDER_TAKING_BRANCH_NAME 02;020;;2024-10-30;A243071;10;0;BILL_TO_CUSTOMER_NATIONAL_REG_NUMBER 049;BILL_TO_CUSTOMER_NAME 126;BILL_TO_CUSTOMER_BILLING_ADDRESS1: ID 048;0;BILL_TO_CUSTOMER_CITY: ID 008;SONORA;0;MX;0;SHIP_TO_CUSTOMER_NATIONAL_REG_NUMBER: ID 049;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 126;SHIP_TO_CUSTOMER_ADDRESS1: ID 048;0;SHIP_TO_CUSTOMER_CITY: ID 008;SONORA;SHIP_TO_CUSTOMER_ZIP: ID 097;MX;8PQ20806BA03-Z;Z=A825;0;0;1;0;0;0;220.78;220.78;0;MXN;0
TaQuito Log’stica;DISTRIBUTOR_ORDER_TAKING_BRANCH_NAME 02;020;;2024-10-30;A243138;1;0;BILL_TO_CUSTOMER_NATIONAL_REG_NUMBER 004;BILL_TO_CUSTOMER_NAME 061;BILL_TO_CUSTOMER_BILLING_ADDRESS1: ID 041;0;BILL_TO_CUSTOMER_CITY: ID 007;SONORA;0;MX;0;SHIP_TO_CUSTOMER_NATIONAL_REG_NUMBER: ID 004;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 061;SHIP_TO_CUSTOMER_ADDRESS1: ID 041;0;SHIP_TO_CUSTOMER_CITY: ID 007;SONORA;SHIP_TO_CUSTOMER_ZIP: ID 069;MX;1LE23211CA112EA9+R2A-Z M22;;0;0;1;0;0;0;246.62;246.62;0;MXN;0
TaQuito Log’stica;DISTRIBUTOR_ORDER_TAKING_BRANCH_NAME 02;020;;2024-10-30;A243140;1;0;BILL_TO_CUSTOMER_NATIONAL_REG_NUMBER 063;BILL_TO_CUSTOMER_NAME 111;BILL_TO_CUSTOMER_BILLING_ADDRESS1: ID 046;0;BILL_TO_CUSTOMER_CITY: ID 005;SINALOA;0;MX;0;SHIP_TO_CUSTOMER_NATIONAL_REG_NUMBER: ID 063;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 111;SHIP_TO_CUSTOMER_ADDRESS1: ID 046;0;SHIP_TO_CUSTOMER_CITY: ID 005;SINALOA;SHIP_TO_CUSTOMER_ZIP: ID 056;MX;ITE LOT ITE/SIEMENS 0400 DISTR. EQUIPMEN;;0;0;2;0;0;0;220.78;441.56;0;MXN;0
TaQuito Log’stica;DISTRIBUTOR_ORDER_TAKING_BRANCH_NAME 02;020;;2024-10-31;A243180;6;0;BILL_TO_CUSTOMER_NATIONAL_REG_NUMBER 063;BILL_TO_CUSTOMER_NAME 111;BILL_TO_CUSTOMER_BILLING_ADDRESS1: ID 046;0;BILL_TO_CUSTOMER_CITY: ID 005;SINALOA;0;MX;0;SHIP_TO_CUSTOMER_NATIONAL_REG_NUMBER: ID 063;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 111;SHIP_TO_CUSTOMER_ADDRESS1: ID 046;0;SHIP_TO_CUSTOMER_CITY: ID 005;SINALOA;SHIP_TO_CUSTOMER_ZIP: ID 056;MX;6ES72141AG400XB0;;0;0;2;0;0;0;96.14;192.28;0;MXN;0
TaQuito Log’stica;DISTRIBUTOR_ORDER_TAKING_BRANCH_NAME 02;020;;2024-11-04;A243355;5;0;BILL_TO_CUSTOMER_NATIONAL_REG_NUMBER 063;BILL_TO_CUSTOMER_NAME 111;BILL_TO_CUSTOMER_BILLING_ADDRESS1: ID 046;0;BILL_TO_CUSTOMER_CITY: ID 005;SINALOA;0;MX;0;SHIP_TO_CUSTOMER_NATIONAL_REG_NUMBER: ID 063;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 111;SHIP_TO_CUSTOMER_ADDRESS1: ID 046;0;SHIP_TO_CUSTOMER_CITY: ID 005;SINALOA;SHIP_TO_CUSTOMER_ZIP: ID 056;MX;3SU10500AB100AA0;;0;0;1;0;0;0;220.78;220.78;0;MXN;0
TaQuito Log’stica;DISTRIBUTOR_ORDER_TAKING_BRANCH_NAME 02;020;;2024-11-04;A243367;2;0;BILL_TO_CUSTOMER_NATIONAL_REG_NUMBER 063;BILL_TO_CUSTOMER_NAME 111;BILL_TO_CUSTOMER_BILLING_ADDRESS1: ID 046;0;BILL_TO_CUSTOMER_CITY: ID 005;SINALOA;0;MX;0;SHIP_TO_CUSTOMER_NATIONAL_REG_NUMBER: ID 063;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 111;SHIP_TO_CUSTOMER_ADDRESS1: ID 046;0;SHIP_TO_CUSTOMER_CITY: ID 005;SINALOA;SHIP_TO_CUSTOMER_ZIP: ID 056;MX;3SU10516AA200AA0;;0;0;1;0;0;0;220.78;220.78;0;MXN;0
TaQuito Log’stica;DISTRIBUTOR_ORDER_TAKING_BRANCH_NAME 02;020;;2024-11-19;A244117;1;0;BILL_TO_CUSTOMER_NATIONAL_REG_NUMBER 050;BILL_TO_CUSTOMER_NAME 074;BILL_TO_CUSTOMER_BILLING_ADDRESS1: ID 054;0;BILL_TO_CUSTOMER_CITY: ID 007;SONORA;0;MX;0;SHIP_TO_CUSTOMER_NATIONAL_REG_NUMBER: ID 050;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 074;SHIP_TO_CUSTOMER_ADDRESS1: ID 054;0;SHIP_TO_CUSTOMER_CITY: ID 007;SONORA;SHIP_TO_CUSTOMER_ZIP: ID 070;MX;5ST3010;;0;0;1;0;0;0;251.94;251.94;0;MXN;0
TaQuito Log’stica;DISTRIBUTOR_ORDER_TAKING_BRANCH_NAME 02;020;;2024-11-20;A244159;1;0;BILL_TO_CUSTOMER_NATIONAL_REG_NUMBER 045;BILL_TO_CUSTOMER_NAME 113;BILL_TO_CUSTOMER_BILLING_ADDRESS1: ID 010;0;BILL_TO_CUSTOMER_CITY: ID 007;SONORA;0;MX;0;SHIP_TO_CUSTOMER_NATIONAL_REG_NUMBER: ID 045;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 113;SHIP_TO_CUSTOMER_ADDRESS1: ID 010;0;SHIP_TO_CUSTOMER_CITY: ID 007;SONORA;SHIP_TO_CUSTOMER_ZIP: ID 069;MX;6SL32101PE227AL0;;0;0;2;0;0;0;220.78;441.56;0;MXN;0
TaQuito Log’stica;DISTRIBUTOR_ORDER_TAKING_BRANCH_NAME 02;020;;2024-11-21;A244288;13;0;BILL_TO_CUSTOMER_NATIONAL_REG_NUMBER 063;BILL_TO_CUSTOMER_NAME 111;BILL_TO_CUSTOMER_BILLING_ADDRESS1: ID 046;0;BILL_TO_CUSTOMER_CITY: ID 005;SINALOA;0;MX;0;SHIP_TO_CUSTOMER_NATIONAL_REG_NUMBER: ID 063;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 111;SHIP_TO_CUSTOMER_ADDRESS1: ID 046;0;SHIP_TO_CUSTOMER_CITY: ID 005;SINALOA;SHIP_TO_CUSTOMER_ZIP: ID 056;MX;3SU14011BC301AA0;;0;0;1;0;0;0;220.78;220.78;0;MXN;0
TaQuito Log’stica;DISTRIBUTOR_ORDER_TAKING_BRANCH_NAME 02;020;;2024-11-23;A244358;3;0;BILL_TO_CUSTOMER_NATIONAL_REG_NUMBER 063;BILL_TO_CUSTOMER_NAME 111;BILL_TO_CUSTOMER_BILLING_ADDRESS1: ID 046;0;BILL_TO_CUSTOMER_CITY: ID 005;SINALOA;0;MX;0;SHIP_TO_CUSTOMER_NATIONAL_REG_NUMBER: ID 063;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 111;SHIP_TO_CUSTOMER_ADDRESS1: ID 046;0;SHIP_TO_CUSTOMER_CITY: ID 005;SINALOA;SHIP_TO_CUSTOMER_ZIP: ID 056;MX;6SL30000BE236DA1;;0;0;1;0;0;0;220.78;220.78;0;MXN;0
TaQuito Log’stica;DISTRIBUTOR_ORDER_TAKING_BRANCH_NAME 02;020;;2024-11-25;A244382;4;0;BILL_TO_CUSTOMER_NATIONAL_REG_NUMBER 065;BILL_TO_CUSTOMER_NAME 128;BILL_TO_CUSTOMER_BILLING_ADDRESS1: ID 069;0;BILL_TO_CUSTOMER_CITY: ID 007;SONORA;0;MX;0;SHIP_TO_CUSTOMER_NATIONAL_REG_NUMBER: ID 065;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 128;SHIP_TO_CUSTOMER_ADDRESS1: ID 069;0;SHIP_TO_CUSTOMER_CITY: ID 007;SONORA;SHIP_TO_CUSTOMER_ZIP: ID 077;MX;3RV20110FA10;;0;0;1;0;0;0;220.78;220.78;0;MXN;0
TaQuito Log’stica;DISTRIBUTOR_ORDER_TAKING_BRANCH_NAME 02;020;;2024-11-27;A244545;4;0;BILL_TO_CUSTOMER_NATIONAL_REG_NUMBER 063;BILL_TO_CUSTOMER_NAME 111;BILL_TO_CUSTOMER_BILLING_ADDRESS1: ID 046;0;BILL_TO_CUSTOMER_CITY: ID 005;SINALOA;0;MX;0;SHIP_TO_CUSTOMER_NATIONAL_REG_NUMBER: ID 063;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 111;SHIP_TO_CUSTOMER_ADDRESS1: ID 046;0;SHIP_TO_CUSTOMER_CITY: ID 005;SINALOA;SHIP_TO_CUSTOMER_ZIP: ID 056;MX;3SU19000FX200AA0;;0;0;1;0;0;0;96.14;96.14;0;MXN;0
TaQuito Log’stica;DISTRIBUTOR_ORDER_TAKING_BRANCH_NAME 02;020;;2024-11-28;A244664;2;0;BILL_TO_CUSTOMER_NATIONAL_REG_NUMBER 057;BILL_TO_CUSTOMER_NAME 088;BILL_TO_CUSTOMER_BILLING_ADDRESS1: ID 052;0;BILL_TO_CUSTOMER_CITY: ID 007;SONORA;0;MX;0;SHIP_TO_CUSTOMER_NATIONAL_REG_NUMBER: ID 057;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 088;SHIP_TO_CUSTOMER_ADDRESS1: ID 052;0;SHIP_TO_CUSTOMER_CITY: ID 007;SONORA;SHIP_TO_CUSTOMER_ZIP: ID 066;MX;3SU10504BF110AA0;;0;0;1;0;0;0;96.14;96.14;0;MXN;0
TaQuito Log’stica;DISTRIBUTOR_ORDER_TAKING_BRANCH_NAME 02;020;;2024-12-02;A244825;9;0;BILL_TO_CUSTOMER_NATIONAL_REG_NUMBER 026;BILL_TO_CUSTOMER_NAME 085;BILL_TO_CUSTOMER_BILLING_ADDRESS1: ID 051;0;BILL_TO_CUSTOMER_CITY: ID 007;SONORA;0;MX;0;SHIP_TO_CUSTOMER_NATIONAL_REG_NUMBER: ID 026;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 085;SHIP_TO_CUSTOMER_ADDRESS1: ID 051;0;SHIP_TO_CUSTOMER_CITY: ID 007;SONORA;SHIP_TO_CUSTOMER_ZIP: ID 074;MX;3RU21261KB0;;0;0;1;0;0;0;251.94;251.94;0;MXN;0
